event_params__ga_session_id,user_pseudo_id,customer_character_count,character_list,average_tier,average_wrong_answers,session_duration_seconds,session_start_time,Wheel_Impression,Wheel_Skips,Wheel_Spins,Ads_Watched_Count,gold_starting,gold_gained,gold_spent,gold_delta,is_depted_for_doll,Potions_Bought,Incenses_Bought,Amulets_Bought,AliCin_Used,Cauldron_Used,Coffee_Used,bought_new_customer
1758546942.0,4cc78993f8236585546a9f6aeffa0d13,1,['C Jay'],1.0,1.59,93.7,2025-09-22 13:15:42.567000+00:00,1,1,0,0,1340.0,0.0,0.0,0.0,0.0,,,,,,,0
1758552620.0,2c47397152df7cf520f26b3e2bd289d9,5,"['C Jay', 'C Jay', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus']",1.64,0.71,1440.9,2025-09-22 14:50:20.933000+00:00,1,0,1,0,2710.0,960.0,200.0,760.0,0.0,1.0,0.0,0.0,,,,1
1758558981.0,823633d925e6b92a4da9de5ee9787a51,6,"['Billy', 'Billy', 'Billy', 'Billy', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Billy', 'Billy', 'Billy', 'Billy', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Billy', 'Billy', 'Billy', 'Billy', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Billy', 'Billy', 'Billy', 'Billy']",2.51,1.7,1991.7,2025-09-22 16:36:21.882000+00:00,1,0,1,0,5480.0,3170.0,4300.0,-1130.0,0.0,2.0,2.0,3.0,,,,2
1758563242.0,a8e9aa3492e6a8e39382c4af63a2966a,4,"['Mr. Yogurt', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Frenchie', 'Frenchie', 'Frenchie', 'Frenchie', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo']",1.24,0.0,823.38,2025-09-22 17:47:22.891000+00:00,1,0,1,0,370.0,460.0,600.0,-140.0,0.0,1.0,1.0,1.0,,,,1
1758564207.0,744a37f98b8975b7993e38979ae329da,1,['Mi'],1.0,0.3,27.59,2025-09-22 18:03:27.212000+00:00,0,0,0,0,1140.0,0.0,0.0,0.0,0.0,,,,,,,0
1758574468.0,2c47397152df7cf520f26b3e2bd289d9,5,"['Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Lady Dodo']",1.87,0.76,1554.71,2025-09-22 20:54:28.986000+00:00,0,0,0,0,3470.0,1600.0,0.0,1600.0,0.0,,,,,,,1
1758605422.0,e6b7338f440a427107cdcf28fe55fb62,3,"['Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Mr. Yogurt']",1.9,0.81,372.3,2025-09-23 05:30:22.513000+00:00,1,0,1,0,1410.0,550.0,200.0,350.0,0.0,0.0,1.0,0.0,,,,1
1758606273.0,5448559ae43135df0a1f2e23ebe82661,3,"['T', 'T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'T', 'T', 'T', 'T', 'Mo', 'Mo']",2.13,1.71,759.73,2025-09-23 05:44:33.949000+00:00,0,0,0,0,1460.0,1080.0,2500.0,-1420.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,1
1758609543.0,744a37f98b8975b7993e38979ae329da,1,['Mi'],1.0,0.34,34.05,2025-09-23 06:39:03.346000+00:00,0,0,0,0,1140.0,0.0,0.0,0.0,0.0,,,,,,,0
1758609713.0,a8e9aa3492e6a8e39382c4af63a2966a,2,"['Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mi']",1.0,0.5,135.59,2025-09-23 06:41:53.182000+00:00,1,0,1,0,930.0,70.0,0.0,70.0,0.0,,,,,,,0
1758621050.0,6b7bfe13725352467ae11e02235f3a6c,3,"['Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi']",1.75,1.29,1506.58,2025-09-23 09:50:50.351000+00:00,0,0,0,0,1950.0,650.0,300.0,350.0,0.0,,,,6.0,0.0,0.0,1
1758626941.0,2c47397152df7cf520f26b3e2bd289d9,2,"['Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni']",2.0,1.0,1375.54,2025-09-23 11:29:01.951000+00:00,1,0,1,0,5270.0,410.0,200.0,210.0,0.0,,,,,,,0
1758630102.0,823633d925e6b92a4da9de5ee9787a51,7,"['Billy', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Big A', 'Big A', 'Big A', 'Big A', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Big A', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Big A', 'Big A', 'Big A', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Big A', 'Big A', 'Big A', 'Big A', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni']",1.05,2.0,1487.02,2025-09-23 12:21:42.503000+00:00,1,0,1,0,5250.0,1250.0,1700.0,-450.0,0.0,1.0,0.0,0.0,,,,2
1758630264.0,4cc78993f8236585546a9f6aeffa0d13,1,['C Jay'],1.0,1.0,64.99,2025-09-23 12:24:24.097000+00:00,1,0,1,0,1340.0,0.0,400.0,-400.0,0.0,0.0,1.0,1.0,,,,0
1758631539.0,0f8f649263450c258692b2c77bc0fb0d,1,"['Mo', 'Mo', 'Mo', 'Mo']",1.0,1.27,331.54,2025-09-23 12:45:39.836000+00:00,1,0,1,0,1980.0,70.0,0.0,70.0,0.0,,,,,,,0
1758637073.0,4cc78993f8236585546a9f6aeffa0d13,1,['C Jay'],1.0,0.0,37.5,2025-09-23 14:17:53.764000+00:00,0,0,0,0,1340.0,90.0,0.0,90.0,0.0,,,,,,,0
1758639594.0,2c47397152df7cf520f26b3e2bd289d9,3,"['Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret']",2.06,0.58,591.35,2025-09-23 14:59:54.592000+00:00,0,0,0,0,5480.0,680.0,0.0,680.0,0.0,,,,,,,1
1758643666.0,744a37f98b8975b7993e38979ae329da,1,['Mi'],1.0,0.0,72.05,2025-09-23 16:07:46.212000+00:00,0,0,0,0,1140.0,0.0,0.0,0.0,0.0,,,,,,,0
1758643912.0,5f84f13d37dad04639af109c15e21f17,2,"['T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi']",2.0,0.62,606.58,2025-09-23 16:11:52.911000+00:00,0,0,0,0,1140.0,240.0,300.0,-60.0,0.0,,,,0.0,1.0,1.0,0
1758667877.0,2c47397152df7cf520f26b3e2bd289d9,3,"['Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Big A', 'Big A', 'Big A', 'Big A', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A']",2.6,0.51,1021.51,2025-09-23 22:51:17.126000+00:00,0,0,0,0,6160.0,560.0,0.0,560.0,0.0,,,,,,,1
1758691354.0,5448559ae43135df0a1f2e23ebe82661,2,"['Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",2.92,1.5,785.62,2025-09-24 05:22:34.573000+00:00,0,0,0,0,340.0,1100.0,2000.0,-900.0,1.0,,,,12.0,0.0,0.0,0
1758699507.0,6e4f632b8ff65452b5b431366cb5137d,3,"['Billy', 'Billy', 'Billy', 'Billy', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt']",1.0,0.0,564.7,2025-09-24 07:38:27.942000+00:00,1,0,1,0,400.0,960.0,600.0,360.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,1
1758701104.0,6b7bfe13725352467ae11e02235f3a6c,3,"['Mi', 'T', 'T', 'T', 'T', 'Mo', 'Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",2.72,0.5,3168.4,2025-09-24 08:05:04.387000+00:00,0,0,0,0,1150.0,670.0,3900.0,-3230.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1
1758703240.0,a8e9aa3492e6a8e39382c4af63a2966a,5,"['Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mi', 'Mi', 'Mi', 'Mi', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Mo', 'Mo', 'Mo', 'Mo', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe']",1.38,0.0,1048.28,2025-09-24 08:40:40.216000+00:00,1,0,1,0,1100.0,780.0,200.0,580.0,0.0,1.0,0.0,0.0,,,,1
1758711166.0,2c47397152df7cf520f26b3e2bd289d9,5,"['Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Big A', 'Big A', 'Big A', 'Big A', 'Why Margaret', 'Why Margaret']",2.64,0.0,1044.15,2025-09-24 10:52:46.407000+00:00,1,0,1,0,6720.0,750.0,0.0,750.0,0.0,,,,,,,1
1758716776.0,823633d925e6b92a4da9de5ee9787a51,5,"['Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Big A', 'Big A', 'Big A']",1.94,0.1,2178.15,2025-09-24 12:26:16.528000+00:00,1,0,1,0,5400.0,4450.0,1100.0,3350.0,0.0,1.0,2.0,1.0,33.0,1.0,0.0,1
1758729020.0,744a37f98b8975b7993e38979ae329da,1,['Mi'],1.0,0.55,33.38,2025-09-24 15:50:20.565000+00:00,0,0,0,0,1140.0,0.0,0.0,0.0,0.0,,,,,,,0
1758737032.0,5f84f13d37dad04639af109c15e21f17,2,"['Mi', 'T', 'T']",2.33,0.33,2296.87,2025-09-24 18:03:52.184000+00:00,0,0,0,0,1080.0,80.0,0.0,80.0,0.0,,,,,,,0
1758740602.0,2c47397152df7cf520f26b3e2bd289d9,2,"['Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion']",2.5,1.0,721.19,2025-09-24 19:03:22.445000+00:00,0,0,0,0,7470.0,480.0,0.0,480.0,0.0,,,,,,,0
1758742957.0,744a37f98b8975b7993e38979ae329da,1,['Mi'],1.0,1.29,49.02,2025-09-24 19:42:37.740000+00:00,0,0,0,0,1140.0,0.0,0.0,0.0,0.0,,,,,,,0
1758744216.0,2c47397152df7cf520f26b3e2bd289d9,1,['D Lion'],3.0,0.5,24.31,2025-09-24 20:03:36.184000+00:00,0,0,0,0,0.0,60.0,0.0,60.0,0.0,,,,,,,0
1758751969.0,5f84f13d37dad04639af109c15e21f17,1,"['T', 'T', 'T']",3.0,0.5,102.67,2025-09-24 22:12:49.957000+00:00,0,0,0,0,1460.0,90.0,0.0,90.0,0.0,,,,,,,0
1758759467.0,2c47397152df7cf520f26b3e2bd289d9,3,"['D Lion', 'D Lion', 'D Lion', 'Big A', 'Big A', 'Big A', 'Big A', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo']",2.64,0.47,362.31,2025-09-25 00:17:47.823000+00:00,1,0,1,0,8010.0,330.0,0.0,330.0,0.0,,,,,,,1
1758774606.0,5f84f13d37dad04639af109c15e21f17,1,['Mo'],1.0,1.0,,2025-09-25 04:30:06.118000+00:00,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
1758779409.0,5448559ae43135df0a1f2e23ebe82661,3,"['T', 'T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mr. Yogurt']",2.36,0.31,682.91,2025-09-25 05:50:09.456000+00:00,0,0,0,0,360.0,710.0,0.0,710.0,0.0,,,,13.0,0.0,0.0,1
1758792700.0,a8e9aa3492e6a8e39382c4af63a2966a,3,"['Frenchie', 'Frenchie', 'Frenchie', 'Frenchie', 'Billy', 'Billy', 'Billy', 'Billy', 'Mi', 'Mi', 'Mi', 'Mi']",1.33,1.55,556.75,2025-09-25 09:31:40.436000+00:00,1,0,1,0,1680.0,350.0,200.0,150.0,0.0,1.0,0.0,0.0,,,,1
1758794542.0,6b7bfe13725352467ae11e02235f3a6c,1,"['T', 'T']",4.0,0.42,1022.29,2025-09-25 10:02:22.725000+00:00,0,0,0,0,400.0,160.0,0.0,160.0,0.0,,,,,,,0
1758801468.0,e6b7338f440a427107cdcf28fe55fb62,3,"['Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Frenchie']",1.0,0.11,462.97,2025-09-25 11:57:48.895000+00:00,1,0,1,0,1760.0,400.0,400.0,0.0,0.0,0.0,1.0,1.0,,,,1
1758802341.0,823633d925e6b92a4da9de5ee9787a51,6,"['Big A', 'Big A', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Sue Doluni']",2.65,2.5,1603.15,2025-09-25 12:12:21.080000+00:00,1,0,1,0,9950.0,3080.0,4800.0,-1720.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,2
1758803770.0,2c47397152df7cf520f26b3e2bd289d9,1,"['Lady Dodo', 'Lady Dodo']",2.5,0.5,208.91,2025-09-25 12:36:10.015000+00:00,0,0,0,0,8340.0,70.0,0.0,70.0,0.0,,,,,,,0
1758814116.0,14dc8a61fa5b0fafaef6e79df39870f4,1,['T'],2.0,0.0,259.13,2025-09-25 15:28:36.475000+00:00,0,0,0,0,450.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0
1758823241.0,6e4f632b8ff65452b5b431366cb5137d,1,"['Crystal Raw', 'Crystal Raw']",1.0,0.5,1299.99,2025-09-25 18:00:41.435000+00:00,1,0,1,0,1560.0,20.0,0.0,20.0,0.0,,,,,,,0
1758836206.0,2c47397152df7cf520f26b3e2bd289d9,1,"['Lady Dodo', 'Lady Dodo', 'Lady Dodo']",3.0,0.35,275.36,2025-09-25 21:36:46.908000+00:00,0,0,0,0,8410.0,30.0,0.0,30.0,0.0,,,,0.0,0.0,1.0,0
1758864616.0,5448559ae43135df0a1f2e23ebe82661,3,"['Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt']",1.2,0.67,724.93,2025-09-26 05:30:16.065000+00:00,1,0,1,0,1070.0,1090.0,0.0,1090.0,0.0,,,,19.0,0.0,1.0,1
1758864741.0,4cc78993f8236585546a9f6aeffa0d13,1,"['Mr. Yogurt', 'Mr. Yogurt', 'Mr. Yogurt']",1.0,0.25,1086.05,2025-09-26 05:32:21.686000+00:00,1,0,1,0,2910.0,50.0,200.0,-150.0,0.0,0.0,1.0,0.0,,,,0
1758869587.0,4cc78993f8236585546a9f6aeffa0d13,3,"['T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'T', 'T', 'T', 'T', 'Mo', 'Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'T']",1.17,0.17,2765.24,2025-09-26 06:53:07.152000+00:00,0,0,0,0,0.0,1260.0,400.0,860.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
1758872385.0,4cc78993f8236585546a9f6aeffa0d13,6,"['T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'T', 'T', 'T', 'T', 'Mo', 'Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'T', 'T', 'T', 'T', 'Mo', 'Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'Mi', 'Mi', 'Mi', 'Mi', 'T', 'T', 'T', 'T', 'Mo', 'Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Billy', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Mo', 'Mo', 'Mo', 'Mo', 'Obvious Joe']",1.72,0.88,5881.91,2025-09-26 07:39:45.765000+00:00,0,0,0,0,0.0,3570.0,4900.0,-1330.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2
1758872481.0,6e4f632b8ff65452b5b431366cb5137d,1,"['Crystal Raw', 'Crystal Raw', 'Crystal Raw']",1.0,0.6,1021.83,2025-09-26 07:41:21.037000+00:00,1,0,1,0,1580.0,140.0,400.0,-260.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1758878995.0,6b7bfe13725352467ae11e02235f3a6c,1,['T'],4.0,1.05,982.84,2025-09-26 09:29:55.758000+00:00,0,0,0,0,280.0,0.0,0.0,0.0,0.0,,,,,,,0
1758879626.0,5f84f13d37dad04639af109c15e21f17,2,"['Mo', 'Mo', 'Mo', 'Mo', 'T', 'T', 'T', 'T']",2.0,1.03,365.96,2025-09-26 09:40:26.030000+00:00,0,0,0,0,1550.0,360.0,2200.0,-1840.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1758879757.0,a8e9aa3492e6a8e39382c4af63a2966a,2,"['Mi', 'Mi', 'Mi', 'Mi', 'Mi', 'Mr. Yogurt', 'Mr. Yogurt']",2.29,2.0,398.51,2025-09-26 09:42:37.276000+00:00,2,0,2,0,1780.0,190.0,200.0,-10.0,0.0,0.0,1.0,0.0,,,,0
1758884233.0,9a55b37b89a7b7603611bb46e95e7bc8,1,['Mo'],1.0,0.85,40.24,2025-09-26 10:57:13.939000+00:00,0,0,0,0,1500.0,0.0,0.0,0.0,0.0,,,,,,,0
1758884492.0,2a3591f1afac4431e7bff0d8a69034ec,1,['Mo'],1.0,0.61,33.33,2025-09-26 11:01:32.792000+00:00,0,0,0,0,1500.0,0.0,0.0,0.0,0.0,,,,,,,0
1758884743.0,ad82750cb2e104672a54016fb32a52c8,2,"['Mo', 'Mo', 'Mo', 'Mo', 'T', 'T']",1.33,0.0,166.66,2025-09-26 11:05:43.689000+00:00,0,0,0,0,3080.0,80.0,0.0,80.0,0.0,,,,,,,0
1758887652.0,823633d925e6b92a4da9de5ee9787a51,4,"['Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Sue Doluni', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Big A', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Why Margaret', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo']",2.6,0.5,765.07,2025-09-26 11:54:12.997000+00:00,1,0,1,0,8730.0,1510.0,400.0,1110.0,0.0,2.0,0.0,0.0,,,,1
1758890319.0,823633d925e6b92a4da9de5ee9787a51,4,"['Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Almira Lotus', 'Big A', 'Big A', 'Big A', 'Big A', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Big A', 'Big A', 'Big A', 'Big A', 'The Rock']",3.06,0.6,1052.91,2025-09-26 12:38:39.749000+00:00,0,0,0,0,9990.0,2510.0,4000.0,-1490.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,1
1758894792.0,6e4f632b8ff65452b5b431366cb5137d,1,['Crystal Raw'],1.0,0.7,341.76,2025-09-26 13:53:12.693000+00:00,0,0,0,0,1670.0,50.0,0.0,50.0,0.0,,,,,,,0
1758898174.0,6e4f632b8ff65452b5b431366cb5137d,3,"['Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'C Jay', 'C Jay', 'C Jay', 'C Jay']",1.5,0.52,488.25,2025-09-26 14:49:34.138000+00:00,0,0,0,0,0.0,950.0,1000.0,-50.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1
1758898406.0,2c47397152df7cf520f26b3e2bd289d9,2,"['Lady Dodo', 'Lady Dodo', 'D Lion', 'D Lion', 'D Lion', 'D Lion', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'Lady Dodo', 'D Lion', 'D Lion']",3.0,0.95,499.55,2025-09-26 14:53:26.647000+00:00,1,1,0,0,8440.0,370.0,200.0,170.0,0.0,1.0,0.0,0.0,,,,0
1758904135.0,e6b7338f440a427107cdcf28fe55fb62,1,"['Frenchie', 'Frenchie']",1.0,0.0,206.46,2025-09-26 16:28:55.731000+00:00,2,2,0,0,4520.0,0.0,0.0,0.0,0.0,,,,,,,0
1758908594.0,6e4f632b8ff65452b5b431366cb5137d,4,"['Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'Obvious Joe', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Frenchie', 'Frenchie', 'Frenchie', 'Frenchie', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'C Jay', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw', 'Crystal Raw']",1.33,0.45,568.34,2025-09-26 17:43:14.301000+00:00,0,0,0,0,1670.0,1090.0,2600.0,-1510.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,1
