0.1.0,2025-07-24 00:00:00+00:00,2025-07-24 11:23:22.970000+00:00,40,306,24782,0.875,1.0,0.3,0.175,0.525,0.1,0.025,0.075,239,24,4,35
0.1.1,2025-07-24 00:00:00+00:00,2025-07-24 11:23:22.970000+00:00,2,15,423,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4,0,2,0
0.1.2,2025-07-24 00:00:00+00:00,2025-07-24 11:23:22.970000+00:00,2,51,5794,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,76,0,2,0
0.1.3,2025-07-24 00:00:00+00:00,2025-07-24 11:23:22.970000+00:00,1,9,285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,0,0
