question_address,event_params__character_name,event_params__current_tier,event_params__current_question_index,event_params__ga_session_id,question_started,potions_bought,incense_bought,amulet_bought,alicin_used,coffee_used,cauldron_used,scroll_opened,answered_correct,answered_wrong,ads_watched,wrong_answer_ratio,ads_watch_ratio,alicin_use_ratio,coffee_use_ratio,cauldron_use_ratio,scroll_use_ratio
Sue Doluni - T: 3 - Q: 2,Sue Doluni,3,2,1763667547.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sue Doluni - T: 3 - Q: 3,Sue Doluni,3,3,1763667547.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Sue Doluni - T: 3 - Q: 4,Sue Doluni,3,4,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sue Doluni - T: 3 - Q: 5,Sue Doluni,3,5,1763667547.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sue Doluni - T: 3 - Q: 6,Sue Doluni,3,6,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sue Doluni - T: 3 - Q: 7,Sue Doluni,3,7,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sue Doluni - T: 3 - Q: 8,Sue Doluni,3,8,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Sue Doluni - T: 3 - Q: 9,Sue Doluni,3,9,1763667547.0,1,1,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
T - T: 1 - Q: 10,T,1,10,1763764282.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
T - T: 1 - Q: 11,T,1,11,1763764282.0,1,0,0,0,0,0,0,2,1,1.0,0,1.0,0.0,0.0,0.0,0.0,2.0
T - T: 1 - Q: 12,T,1,12,1763764282.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
T - T: 1 - Q: 5,T,1,5,1763764282.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
T - T: 1 - Q: 6,T,1,6,1763764282.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
T - T: 1 - Q: 7,T,1,7,1763764282.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
T - T: 1 - Q: 8,T,1,8,1763764282.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
T - T: 1 - Q: 9,T,1,9,1763764282.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
T - T: 2 - Q: 1,T,2,1,1763764282.0,1,0,0,0,0,1,0,0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
T - T: 2 - Q: 2,T,2,2,1763764282.0,1,0,0,0,0,0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0
T - T: 2 - Q: 3,T,2,3,1763764282.0,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
The Rock - T: 1 - Q: 1,The Rock,1,1,1763836379.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
The Rock - T: 1 - Q: 2,The Rock,1,2,1763836379.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
The Rock - T: 1 - Q: 3,The Rock,1,3,1763836379.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
The Rock - T: 1 - Q: 4,The Rock,1,4,1763836379.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 1,Why Margaret,1,1,1763723869.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 10,Why Margaret,1,10,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 11,Why Margaret,1,11,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 12,Why Margaret,1,12,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 13,Why Margaret,1,13,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 14,Why Margaret,1,14,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 15,Why Margaret,1,15,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 16,Why Margaret,1,16,1763742492.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Why Margaret - T: 1 - Q: 2,Why Margaret,1,2,1763723869.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 2,Why Margaret,1,2,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 3,Why Margaret,1,3,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 4,Why Margaret,1,4,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 5,Why Margaret,1,5,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 6,Why Margaret,1,6,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 7,Why Margaret,1,7,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 8,Why Margaret,1,8,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 1 - Q: 9,Why Margaret,1,9,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 1,Why Margaret,2,1,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 10,Why Margaret,2,10,1763667547.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 10,Why Margaret,2,10,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 11,Why Margaret,2,11,1763667547.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 11,Why Margaret,2,11,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 12,Why Margaret,2,12,1763667547.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Why Margaret - T: 2 - Q: 12,Why Margaret,2,12,1763742492.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Why Margaret - T: 2 - Q: 2,Why Margaret,2,2,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 3,Why Margaret,2,3,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 4,Why Margaret,2,4,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 5,Why Margaret,2,5,1763640459.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 5,Why Margaret,2,5,1763742492.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Why Margaret - T: 2 - Q: 6,Why Margaret,2,6,1763640459.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 6,Why Margaret,2,6,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 7,Why Margaret,2,7,1763640459.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 7,Why Margaret,2,7,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 8,Why Margaret,2,8,1763640459.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 8,Why Margaret,2,8,1763742492.0,1,0,1,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 9,Why Margaret,2,9,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 2 - Q: 9,Why Margaret,2,9,1763742492.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 1,Why Margaret,3,1,1763667547.0,1,1,0,1,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 1,Why Margaret,3,1,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 10,Why Margaret,3,10,1763722111.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 10,Why Margaret,3,10,1763829168.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 11,Why Margaret,3,11,1763722111.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 11,Why Margaret,3,11,1763829168.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 12,Why Margaret,3,12,1763722111.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Why Margaret - T: 3 - Q: 12,Why Margaret,3,12,1763829168.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Why Margaret - T: 3 - Q: 2,Why Margaret,3,2,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 2,Why Margaret,3,2,1763742492.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 3,Why Margaret,3,3,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 3,Why Margaret,3,3,1763742492.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 4,Why Margaret,3,4,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 4,Why Margaret,3,4,1763742492.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 5,Why Margaret,3,5,1763667547.0,1,1,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 5,Why Margaret,3,5,1763829168.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 6,Why Margaret,3,6,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 6,Why Margaret,3,6,1763829168.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 7,Why Margaret,3,7,1763667547.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 7,Why Margaret,3,7,1763829168.0,1,0,0,0,0,0,0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 8,Why Margaret,3,8,1763667547.0,1,1,1,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 8,Why Margaret,3,8,1763829168.0,1,1,1,1,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Why Margaret - T: 3 - Q: 9,Why Margaret,3,9,1763722111.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Why Margaret - T: 3 - Q: 9,Why Margaret,3,9,1763829168.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
