user_pseudo_id,event_params__ga_session_id,session_duration_seconds
80389e3f153d6b576fcfa52b4ce5c0f3,10582515006.0,8576.72
eb85bad30f0a9d92203ecd76a88b4aa7,7055254391.0,6708.14
3b9eb2785211bf0ca58edfa8d4d6c3bb,10582842675.0,6611.83
12cede3a87a9176da35a6422624e59e3,1763764282.0,1267.1
bddaaf4bc00908408330e6cd9787e970,1763959682.0,48.59
